👩🏽‍❤️‍👩🏿	couple with heart: woman, woman, medium skin tone, dark skin tone	couple|dark|heart|medium|skin|tone|with|woman
👩🏾‍❤️‍👩🏻	couple with heart: woman, woman, medium-dark skin tone, light skin tone	couple|dark|heart|light|medium|skin|tone|with|woman
👩🏾‍❤️‍👩🏼	couple with heart: woman, woman, medium-dark skin tone, medium-light skin tone	couple|dark|heart|light|medium|skin|tone|with|woman
👩🏾‍❤️‍👩🏽	couple with heart: woman, woman, medium-dark skin tone, medium skin tone	couple|dark|heart|medium|skin|tone|with|woman
👩🏾‍❤️‍👩🏾	couple with heart: woman, woman, medium-dark skin tone	couple|dark|heart|medium|skin|tone|with|woman
👩🏾‍❤️‍👩🏿	couple with heart: woman, woman, medium-dark skin tone, dark skin tone	couple|dark|heart|medium|skin|tone|with|woman
👩🏿‍❤️‍👩🏻	couple with heart: woman, woman, dark skin tone, light skin tone	couple|dark|heart|light|skin|tone|with|woman
👩🏿‍❤️‍👩🏼	couple with heart: woman, woman, dark skin tone, medium-light skin tone	couple|dark|heart|light|medium|skin|tone|with|woman
👩🏿‍❤️‍👩🏽	couple with heart: woman, woman, dark skin tone, medium skin tone	couple|dark|heart|medium|skin|tone|with|woman
👩🏿‍❤️‍👩🏾	couple with heart: woman, woman, dark skin tone, medium-dark skin tone	couple|dark|heart|medium|skin|tone|with|woman
👩🏿‍❤️‍👩🏿	couple with heart: woman, woman, dark skin tone	couple|dark|heart|skin|tone|with|woman
👨‍👩‍👦	family: man, woman, boy	boy|child|family|family: man, woman, boy|man|woman
👨‍👩‍👧	family: man, woman, girl	child|family|family: man, woman, girl|girl|man|woman
👨‍👩‍👧‍👦	family: man, woman, girl, boy	boy|child|family|family: man, woman, girl, boy|girl|man|woman
👨‍👩‍👦‍👦	family: man, woman, boy, boy	boy|child|family|family: man, woman, boy, boy|man|woman
👨‍👩‍👧‍👧	family: man, woman, girl, girl	child|family|family: man, woman, girl, girl|girl|man|woman
👨‍👨‍👦	family: man, man, boy	boy|child|family|family: man, man, boy|man
👨‍👨‍👧	family: man, man, girl	child|family|family: man, man, girl|girl|man
👨‍👨‍👧‍👦	family: man, man, girl, boy	boy|child|family|family: man, man, girl, boy|girl|man
👨‍👨‍👦‍👦	family: man, man, boy, boy	boy|child|family|family: man, man, boy, boy|man
👨‍👨‍👧‍👧	family: man, man, girl, girl	child|family|family: man, man, girl, girl|girl|man
👩‍👩‍👦	family: woman, woman, boy	boy|child|family|family: woman, woman, boy|woman
👩‍👩‍👧	family: woman, woman, girl	child|family|family: woman, woman, girl|girl|woman
👩‍👩‍👧‍👦	family: woman, woman, girl, boy	boy|child|family|family: woman, woman, girl, boy|girl|woman
👩‍👩‍👦‍👦	family: woman, woman, boy, boy	boy|child|family|family: woman, woman, boy, boy|woman
👩‍👩‍👧‍👧	family: woman, woman, girl, girl	child|family|family: woman, woman, girl, girl|girl|woman
👨‍👦	family: man, boy	boy|child|family|family: man, boy|man
👨‍👦‍👦	family: man, boy, boy	boy|child|family|family: man, boy, boy|man
👨‍👧	family: man, girl	child|family|family: man, girl|girl|man
👨‍👧‍👦	family: man, girl, boy	boy|child|family|family: man, girl, boy|girl|man
👨‍👧‍👧	family: man, girl, girl	child|family|family: man, girl, girl|girl|man
👩‍👦	family: woman, boy	boy|child|family|family: woman, boy|woman
👩‍👦‍👦	family: woman, boy, boy	boy|child|family|family: woman, boy, boy|woman
👩‍👧	family: woman, girl	child|family|family: woman, girl|girl|woman
👩‍👧‍👦	family: woman, girl, boy	boy|child|family|family: woman, girl, boy|girl|woman
👩‍👧‍👧	family: woman, girl, girl	child|family|family: woman, girl, girl|girl|woman
🗣️	speaking head	head|speaking
👤	bust in silhouette	bust|bust in silhouette|in|mysterious|shadow|silhouette
👥	busts in silhouette	bff|bust|busts|busts in silhouette|everyone|friend|friends|in|people|silhouette
🫂	people hugging	comfort|embrace|farewell|friendship|goodbye|hello|hug|hugging|love|people|people hugging|thanks
👪	family	child|family
🧑‍🧑‍🧒	family: adult, adult, child	adult|child|family|family: adult, adult, child
🧑‍🧑‍🧒‍🧒	family: adult, adult, child, child	adult|child|family|family: adult, adult, child, child
🧑‍🧒	family: adult, child	adult|child|family|family: adult, child
🧑‍🧒‍🧒	family: adult, child, child	adult|child|family|family: adult, child, child
👣	footprints	barefoot|clothing|footprint|footprints|omw|print|walk
🫆	fingerprint	clue|crime|detective|fingerprint|forensics|identity|mystery|print|safety|trace
🐵	monkey face	animal|banana|face|monkey|monkey face
🐒	monkey	animal|banana|monkey
🦍	gorilla	animal|gorilla
🦧	orangutan	animal|ape|monkey|orangutan
🐶	dog face	adorbs|animal|dog|dog face|face|pet|puppies|puppy
🐕	dog	animal|animals|dog|dogs|pet
🦮	guide dog	accessibility|animal|blind|dog|guide|guide dog
🐕‍🦺	service dog	accessibility|animal|assistance|dog|service|service dog
🐩	poodle	animal|dog|fluffy|poodle
🐺	wolf	animal|face|wolf
🦊	fox	animal|face|fox
🦝	raccoon	animal|curious|raccoon|sly
🐱	cat face	animal|cat|cat face|face|kitten|kitty|pet
🐈	cat	animal|animals|cat|cats|kitten|pet
🐈‍⬛	black cat	animal|black|black cat|cat|feline|halloween|meow|unlucky
🦁	lion	alpha|animal|face|leo|lion|mane|order|rawr|roar|safari|strong|zodiac
🐯	tiger face	animal|big|cat|face|predator|tiger|tiger face
🐅	tiger	animal|big|cat|predator|tiger|zoo
🐆	leopard	animal|big|cat|leopard|predator|zoo
🐴	horse face	animal|dressage|equine|face|farm|horse|horse face|horses
🫎	moose	alces|animal|antlers|elk|mammal|moose
🫏	donkey	animal|ass|burro|donkey|hinny|mammal|mule|stubborn
🐎	horse	animal|equestrian|farm|horse|racehorse|racing
🦄	unicorn	face|unicorn
🦓	zebra	animal|stripe|zebra
🦌	deer	animal|deer
🦬	bison	animal|bison|buffalo|herd|wisent
🐮	cow face	animal|cow|cow face|face|farm|milk|moo
🐂	ox	animal|animals|bull|farm|ox|taurus|zodiac
🐃	water buffalo	animal|buffalo|water|water buffalo|zoo
🐄	cow	animal|animals|cow|farm|milk|moo
🐷	pig face	animal|bacon|face|farm|pig|pig face|pork
🐖	pig	animal|bacon|farm|pig|pork|sow
🐗	boar	animal|boar|pig
🐽	pig nose	animal|face|farm|nose|pig|pig nose|smell|snout
🐏	ram	animal|aries|horns|male|ram|sheep|zodiac|zoo
🐑	ewe	animal|baa|ewe|farm|female|fluffy|lamb|sheep|wool
🐐	goat	animal|capricorn|farm|goat|milk|zodiac
🐪	camel	animal|camel|desert|dromedary|hump|one
🐫	two-hump camel	animal|bactrian|camel|desert|hump|two|two-hump|two-hump camel
🦙	llama	alpaca|animal|guanaco|llama|vicuña|wool
🦒	giraffe	animal|giraffe|spots
🐘	elephant	animal|elephant
🦣	mammoth	animal|extinction|large|mammoth|tusk|wooly
🦏	rhinoceros	animal|rhinoceros
🦛	hippopotamus	animal|hippo|hippopotamus
🐭	mouse face	animal|face|mouse|mouse face
🐁	mouse	animal|animals|mouse
🐀	rat	animal|rat
🐹	hamster	animal|face|hamster|pet
🐰	rabbit face	animal|bunny|face|pet|rabbit|rabbit face
🐇	rabbit	animal|bunny|pet|rabbit
🐿️	chipmunk	chipmunk
🦫	beaver	animal|beaver|dam|teeth
🦔	hedgehog	animal|hedgehog|spiny
🦇	bat	animal|bat|vampire
🐻	bear	animal|bear|face|grizzly|growl|honey
🐻‍❄️	polar bear	bear|polar
🐨	koala	animal|australia|bear|down|face|koala|marsupial|under
🐼	panda	animal|bamboo|face|panda
🦥	sloth	lazy|sloth|slow
🦦	otter	animal|fishing|otter|playful
🦨	skunk	animal|skunk|stink
🦘	kangaroo	animal|joey|jump|kangaroo|marsupial
🦡	badger	animal|badger|honey|pester
🐾	paw prints	feet|paw|paw prints|paws|print|prints
🦃	turkey	bird|gobble|thanksgiving|turkey
🐔	chicken	animal|bird|chicken|ornithology
🐓	rooster	animal|bird|ornithology|rooster
🐣	hatching chick	animal|baby|bird|chick|egg|hatching|hatching chick
🐤	baby chick	animal|baby|baby chick|bird|chick|ornithology
🐥	front-facing baby chick	animal|baby|bird|chick|facing|front|front-facing|front-facing baby chick|newborn|ornithology
🐦	bird	animal|bird|ornithology
🐧	penguin	animal|antarctica|bird|ornithology|penguin
🕊️	dove	dove
🦅	eagle	animal|bird|eagle|ornithology
🦆	duck	animal|bird|duck|ornithology
🦢	swan	animal|bird|cygnet|duckling|ornithology|swan|ugly
🦉	owl	animal|bird|ornithology|owl|wise
🦤	dodo	animal|bird|dodo|extinction|large|ornithology
🪶	feather	bird|feather|flight|light|plumage
🦩	flamingo	animal|bird|flamboyant|flamingo|ornithology|tropical
🦚	peacock	animal|bird|colorful|ornithology|ostentatious|peacock|peahen|pretty|proud
🦜	parrot	animal|bird|ornithology|parrot|pirate|talk
🪽	wing	angelic|ascend|aviation|bird|fly|flying|heavenly|mythology|soar|wing
🐦‍⬛	black bird	animal|beak|bird|black|black bird|caw|corvid|crow|ornithology|raven|rook
🪿	goose	animal|bird|duck|flock|fowl|gaggle|gander|geese|goose|honk|ornithology|silly
🐦‍🔥	phoenix	ascend|ascension|emerge|fantasy|firebird|glory|immortal|phoenix|rebirth|reincarnation|reinvent|renewal|revival|revive|rise|transform
🐸	frog	animal|face|frog
🐊	crocodile	animal|crocodile|zoo
🐢	turtle	animal|terrapin|tortoise|turtle
🦎	lizard	animal|lizard|reptile
🐍	snake	animal|bearer|ophiuchus|serpent|snake|zodiac
🐲	dragon face	animal|dragon|dragon face|face|fairy|fairytale|tale
🐉	dragon	animal|dragon|fairy|fairytale|knights|tale
🦕	sauropod	brachiosaurus|brontosaurus|dinosaur|diplodocus|sauropod
🦖	t-rex	dinosaur|rex|t|t-rex|tyrannosaurus
🐳	spouting whale	animal|beach|face|ocean|spouting|spouting whale|whale
🐋	whale	animal|beach|ocean|whale
🐬	dolphin	animal|beach|dolphin|flipper|ocean
🫍	orca	marine|ocean|orca|whale
🦭	seal	animal|lion|ocean|sea|seal
🐟	fish	animal|dinner|fish|fishes|fishing|pisces|zodiac
🐠	tropical fish	animal|fish|fishes|tropical|tropical fish
🐡	blowfish	animal|blowfish|fish
🦈	shark	animal|fish|shark
🐙	octopus	animal|creature|ocean|octopus
🐚	spiral shell	animal|beach|conch|sea|shell|spiral|spiral shell
🪸	coral	change|climate|coral|ocean|reef|sea
🪼	jellyfish	animal|aquarium|burn|invertebrate|jelly|jellyfish|life|marine|ocean|ouch|plankton|sea|sting|stinger|tentacles
🦀	crab	cancer|crab|zodiac
🦞	lobster	animal|bisque|claws|lobster|seafood
🦐	shrimp	food|shellfish|shrimp|small
🦑	squid	animal|food|mollusk|squid
🦪	oyster	diving|oyster|pearl
🐌	snail	animal|escargot|garden|nature|slug|snail
🦋	butterfly	butterfly|insect|pretty
🐛	bug	animal|bug|garden|insect
🐜	ant	animal|ant|garden|insect
🐝	honeybee	animal|bee|bumblebee|honey|honeybee|insect|nature|spring
🪲	beetle	animal|beetle|bug|insect
🐞	lady beetle	animal|beetle|garden|insect|lady|lady beetle|ladybird|ladybug|nature
🦗	cricket	animal|bug|cricket|grasshopper|insect|orthoptera
🪳	cockroach	animal|cockroach|insect|pest|roach
🕷️	spider	spider
🕸️	spider web	spider|web
🦂	scorpion	scorpio|scorpion|scorpius|zodiac
🦟	mosquito	bite|disease|fever|insect|malaria|mosquito|pest|virus
🪰	fly	animal|disease|fly|insect|maggot|pest|rotting
🪱	worm	animal|annelid|earthworm|parasite|worm
🦠	microbe	amoeba|bacteria|microbe|science|virus
💐	bouquet	anniversary|birthday|bouquet|date|flower|love|plant|romance
🌸	cherry blossom	blossom|cherry|cherry blossom|flower|plant|spring|springtime
💮	white flower	flower|white|white flower
🪷	lotus	beauty|buddhism|calm|flower|hinduism|lotus|peace|purity|serenity
🏵️	rosette	rosette
🌹	rose	beauty|elegant|flower|love|plant|red|rose|valentine
🥀	wilted flower	dying|flower|wilted|wilted flower
🌺	hibiscus	flower|hibiscus|plant
🌻	sunflower	flower|outdoors|plant|sun|sunflower
🌼	blossom	blossom|buttercup|dandelion|flower|plant
🌷	tulip	blossom|flower|growth|plant|tulip
🪻	hyacinth	bloom|bluebonnet|flower|hyacinth|indigo|lavender|lilac|lupine|plant|purple|shrub|snapdragon|spring|violet
🌱	seedling	plant|sapling|seedling|sprout|young
🪴	potted plant	decor|grow|house|nurturing|plant|pot|potted|potted plant
🌲	evergreen tree	christmas|evergreen|evergreen tree|forest|pine|tree
🌳	deciduous tree	deciduous|deciduous tree|forest|green|habitat|shedding|tree
🌴	palm tree	beach|palm|palm tree|plant|tree|tropical
🌵	cactus	cactus|desert|drought|nature|plant
🌾	sheaf of rice	ear|grain|grains|of|plant|rice|sheaf|sheaf of rice
🌿	herb	herb|leaf|plant
☘️	shamrock	shamrock
🍀	four leaf clover	4|clover|four|four leaf clover|four-leaf|irish|leaf|lucky|plant
🍁	maple leaf	falling|leaf|maple|maple leaf
🍂	fallen leaf	autumn|fall|fallen|fallen leaf|falling|leaf
🍃	leaf fluttering in wind	blow|flutter|fluttering|in|leaf|leaf fluttering in wind|wind
🪹	empty nest	branch|empty|empty nest|home|nest|nesting
🪺	nest with eggs	bird|branch|egg|eggs|nest|nest with eggs|nesting|with
🍄	mushroom	fungus|mushroom|toadstool
🪾	leafless tree	bare|barren|branches|dead|drought|leafless|leafless tree|tree|trunk|winter|wood
🍇	grapes	dionysus|fruit|grape|grapes
🍈	melon	cantaloupe|fruit|melon
🍉	watermelon	fruit|watermelon
🍊	tangerine	c|citrus|fruit|nectarine|orange|tangerine|vitamin
🍋	lemon	citrus|fruit|lemon|sour
🍋‍🟩	lime	acidity|citrus|cocktail|fruit|garnish|key|lime|margarita|mojito|refreshing|salsa|sour|tangy|tequila|tropical|zest
🍌	banana	banana|fruit|potassium
🍍	pineapple	colada|fruit|pina|pineapple|tropical
🥭	mango	food|fruit|mango|tropical
🍎	red apple	apple|diet|food|fruit|health|red|red apple|ripe
🍏	green apple	apple|fruit|green|green apple
🍐	pear	fruit|pear
🍑	peach	fruit|peach
🍒	cherries	berries|cherries|cherry|fruit|red
🍓	strawberry	berry|fruit|strawberry
🫐	blueberries	berries|berry|bilberry|blue|blueberries|blueberry|food|fruit
🥝	kiwi fruit	food|fruit|kiwi|kiwi fruit
🍅	tomato	food|fruit|tomato|vegetable
🫒	olive	food|olive
🥥	coconut	coconut|colada|palm|piña
🥑	avocado	avocado|food|fruit
🍆	eggplant	aubergine|eggplant|vegetable
🥔	potato	food|potato|vegetable
🥕	carrot	carrot|food|vegetable
🌽	ear of corn	corn|crops|ear|ear of corn|farm|maize|maze|of
🌶️	hot pepper	hot|pepper
🫑	bell pepper	bell|bell pepper|capsicum|food|pepper|vegetable
🥒	cucumber	cucumber|food|pickle|vegetable
🥬	leafy green	bok|burgers|cabbage|choy|green|kale|leafy|leafy green|lettuce|salad
🥦	broccoli	broccoli|cabbage|wild
🧄	garlic	flavoring|garlic
🧅	onion	flavoring|onion
🥜	peanuts	food|nut|peanut|peanuts|vegetable
🫘	beans	beans|food|kidney|legume|small
🌰	chestnut	almond|chestnut|plant
🫚	ginger root	beer|ginger|ginger root|health|herb|natural|root|spice
🫛	pea pod	beans|beanstalk|edamame|legume|pea|pea pod|pod|soybean|vegetable|veggie
🍄‍🟫	brown mushroom	brown|brown mushroom|food|fungi|fungus|mushroom|nature|pizza|portobello|shiitake|shroom|spore|sprout|toppings|truffle|vegetable|vegetarian|veggie
🫜	root vegetable	beet|food|garden|radish|root|root vegetable|salad|turnip|vegetable|vegetarian
🍞	bread	bread|carbs|food|grain|loaf|restaurant|toast|wheat
🥐	croissant	bread|breakfast|crescent|croissant|food|french|roll
🥖	baguette bread	baguette|baguette bread|bread|food|french
🫓	flatbread	arepa|bread|flatbread|food|gordita|lavash|naan|pita
🥨	pretzel	convoluted|pretzel|twisted
🥯	bagel	bagel|bakery|bread|breakfast|schmear
🥞	pancakes	breakfast|crêpe|food|hotcake|pancake|pancakes
🧇	waffle	breakfast|indecisive|iron|waffle
🧀	cheese wedge	cheese|cheese wedge|wedge
🍖	meat on bone	bone|meat|meat on bone|on
🍗	poultry leg	bone|chicken|drumstick|hungry|leg|poultry|poultry leg|turkey
🥩	cut of meat	chop|cut|cut of meat|lambchop|meat|of|porkchop|red|steak
🥓	bacon	bacon|breakfast|food|meat
🍔	hamburger	burger|eat|fast|food|hamburger|hungry
🍟	french fries	fast|food|french|french fries|fries
🍕	pizza	cheese|food|hungry|pepperoni|pizza|slice
🌭	hot dog	dog|frankfurter|hot|hot dog|hotdog|sausage
🥪	sandwich	bread|sandwich
🌮	taco	mexican|taco
🌯	burrito	burrito|mexican|wrap
🫔	tamale	food|mexican|pamonha|tamale|wrapped
🥙	stuffed flatbread	falafel|flatbread|food|gyro|kebab|stuffed|stuffed flatbread
🧆	falafel	chickpea|falafel|meatball
🥚	egg	breakfast|egg|food
🍳	cooking	breakfast|cooking|easy|egg|fry|frying|over|pan|restaurant|side|sunny|up
🥘	shallow pan of food	casserole|food|of|paella|pan|shallow|shallow pan of food
🍲	pot of food	food|of|pot|pot of food|soup|stew
🫕	fondue	cheese|chocolate|fondue|food|melted|pot|ski
🥣	bowl with spoon	bowl|bowl with spoon|breakfast|cereal|congee|oatmeal|porridge|spoon|with
🥗	green salad	food|green|green salad|salad
